--------- beginning of main
12-18 11:28:14.447 26938 26977 I Ads     : Updating ad debug logging enablement.
12-18 11:28:14.456 26938 27030 W Ads     : Update ad debug logging enablement as true
12-18 11:28:14.556 26938 26996 I Ads     : HTTP timeout: 60000 milliseconds.
12-18 11:28:14.559 26938 26996 I Ads     : GMA Debug BEGIN
12-18 11:28:14.559 26938 26996 I Ads     : GMA Debug CONTENT {"timestamp":1734517694558,"event":"onNetworkRequest","components":["network_request_7046a898-ad64-4e3c-bb51-2c321bd2cdaf"],"params":{"firstline":{"uri":"https://googleads.g.doubleclick.net/mads/static/mad/sdk/native/production/sdk-core-v40-impl.html","verb":"GET"},"headers":[{"name":"User-Agent","value":"Mozilla/5.0 (Linux; Android 15; Pixel 6 Pro Build/AP4A.241205.013.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/131.0.6778.105 Mobile Safari/537.36 (Mobile; afma-sdk-a-v244410999.244410000.1)"},{"name":"sec-ch-ua","value":"\"Android WebView\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\""},{"name":"sec-ch-ua-mobile","value":"?1"},{"name":"Accept","value":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7"},{"name":"Upgrade-Insecure-Requests","value":"1"},{"name":"sec-ch-ua-platform","value":"\"Android\""}]}}
12-18 11:28:14.559 26938 26996 I Ads     : GMA Debug FINISH
12-18 11:28:14.572 26938 27063 I Ads     : Use RequestConfiguration.Builder().setTestDeviceIds(Arrays.asList("F763DFA02CC8ED282737ED2ECBD64B91")) to get test ads on this device.
12-18 11:28:14.659 26938 26996 I Ads     : GMA Debug BEGIN
12-18 11:28:14.659 26938 26996 I Ads     : GMA Debug CONTENT {"timestamp":1734517694658,"event":"onNetworkResponse","components":["network_request_7046a898-ad64-4e3c-bb51-2c321bd2cdaf"],"params":{"firstline":{"code":200},"headers":[{"name":null,"value":"HTTP/1.1 200 OK"},{"name":"Alt-Svc","value":"h3=\":443\"; ma=2592000,h3-29=\":443\"; ma=2592000"},{"name":"Server","value":"cafe"},{"name":"X-Content-Type-Options","value":"nosniff"},{"name":"P3P","value":"policyref=\"https://googleads.g.doubleclick.net/pagead/gcn_p3p_.xml\", CP=\"CURa ADMa DEVa TAIo PSAo PSDo OUR IND UNI PUR INT DEM STA PRE COM NAV OTC NOI DSP COR\""},{"name":"X-Android-Received-Millis","value":"1734517694655"},{"name":"Date","value":"Wed, 18 Dec 2024 08:51:21 GMT"},{"name":"X-Android-Selected-Protocol","value":"http/1.1"},{"name":"Cache-Control","value":"public, max-age=86400"},{"name":"ETag","value":"4610668782958714081"},{"name":"Timing-Allow-Origin","value":"*"},{"name":"X-Android-Response-Source","value":"NETWORK 200"},{"name":"Vary","value":"Accept-Encoding"},{"name":"Cross-Origin-Resource-Policy","value":"cross-origin"},{"name":"Expires","value":"Thu, 19 Dec 2024 08:51:21 GMT"},{"name":"X-Android-Sent-Millis","value":"1734517694636"},{"name":"X-XSS-Protection","value":"0"},{"name":"Age","value":"5811"},{"name":"Content-Type","value":"text/html; charset=UTF-8"}]}}
12-18 11:28:14.659 26938 26996 I Ads     : GMA Debug FINISH
12-18 11:28:14.679 26938 27061 W Ads     : Invoke Firebase method getInstance error.
12-18 11:28:14.679 26938 27061 W Ads     : The Google Mobile Ads SDK will not integrate with Firebase. Admob/Firebase integration requires the latest Firebase SDK jar, but Firebase SDK is either missing or out of date
12-18 11:28:14.733 26938 27055 W Ads     : Not retrying to fetch app settings
12-18 11:28:14.826 26938 26996 I Ads     : HTTP timeout: 60000 milliseconds.
12-18 11:28:14.829 26938 26997 I Ads     : HTTP timeout: 60000 milliseconds.
12-18 11:28:14.832 26938 26996 I Ads     : GMA Debug BEGIN
12-18 11:28:14.832 26938 26996 I Ads     : GMA Debug CONTENT {"timestamp":1734517694828,"event":"onNetworkRequest","components":["network_request_bd46be74-7be5-41a1-801c-ac6d7361b36f"],"params":{"firstline":{"uri":"https://googleads.g.doubleclick.net/favicon.ico","verb":"GET"},"headers":[{"name":"Referer","value":"https://googleads.g.doubleclick.net/mads/static/mad/sdk/native/production/sdk-core-v40-impl.html"},{"name":"User-Agent","value":"Mozilla/5.0 (Linux; Android 15; Pixel 6 Pro Build/AP4A.241205.013.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/131.0.6778.105 Mobile Safari/537.36 (Mobile; afma-sdk-a-v244410999.244410000.1)"},{"name":"sec-ch-ua","value":"\"Android WebView\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\""},{"name":"sec-ch-ua-mobile","value":"?1"},{"name":"Accept","value":"image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8"},{"name":"sec-ch-ua-platform","value":"\"Android\""}]}}
12-18 11:28:14.832 26938 26996 I Ads     : GMA Debug FINISH
12-18 11:28:14.837 26938 26997 I Ads     : GMA Debug BEGIN
12-18 11:28:14.837 26938 26997 I Ads     : GMA Debug CONTENT {"timestamp":1734517694832,"event":"onNetworkRequest","components":["network_request_75b9649c-f37c-4c2c-afe5-076f3ceb3869"],"params":{"firstline":{"uri":"https://googleads.g.doubleclick.net/mads/static/mad/sdk/native/sdk-core-v40-loader.html","verb":"GET"},"headers":[{"name":"User-Agent","value":"Mozilla/5.0 (Linux; Android 15; Pixel 6 Pro Build/AP4A.241205.013.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/131.0.6778.105 Mobile Safari/537.36 (Mobile; afma-sdk-a-v244410999.244410000.1)"},{"name":"sec-ch-ua","value":"\"Android WebView\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\""},{"name":"sec-ch-ua-mobile","value":"?1"},{"name":"Accept","value":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7"},{"name":"Upgrade-Insecure-Requests","value":"1"},{"name":"sec-ch-ua-platform","value":"\"Android\""}]}}
